"Name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"ccl_name"	"master_ccl_id"	"ccle_primary_site"	"ccle_primary_hist"	"ccle_hist_subtype_1"	"growth_mode"	"culture_media"	"media_composition"	"snp_fp_status"	"NAPY"	"TNBC"
"RD"	"soft_tissue: embryonal"	"Soft_Tissue"	"Rhabdomyosarcoma (RMS)"	NA	NA	"RD"	"961"	"soft_tissue"	"rhabdomyosarcoma"	"embryonal"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RH-18"	"soft_tissue: alveolar"	"Soft_Tissue"	"Rhabdomyosarcoma (RMS)"	NA	NA	"RH18"	"973"	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	"adherent"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"RH-30"	"soft_tissue: alveolar"	"Soft_Tissue"	"sarcoma"	NA	NA	"RH30"	"975"	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RH-41"	"soft_tissue: alveolar"	"Soft_Tissue"	"sarcoma"	NA	NA	"RH41"	"976"	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RKN"	"soft_tissue: leiomyosarcoma"	"Soft_Tissue"	"Leiomyosarcoma (LMS)"	NA	NA	"RKN"	"978"	"soft_tissue"	"leiomyosarcoma"	NA	"adherent"	"HAMSF12001"	"\"HamsF12, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SK-LMS-1"	"soft_tissue: sarcoma"	"Soft_Tissue"	"sarcoma"	NA	NA	"SKLMS1"	"1037"	"soft_tissue"	"sarcoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"SK-UT-1"	"soft_tissue: leiomyosarcoma"	"Soft_Tissue"	"Leiomyosarcoma (LMS)"	NA	NA	"SKUT1"	"1063"	"soft_tissue"	"leiomyosarcoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TE 441.T"	"soft_tissue: rhabdomyosarcoma"	"Soft_Tissue"	"Rhabdomyosarcoma (RMS)"	NA	NA	"TE441T"	"1192"	"soft_tissue"	"rhabdomyosarcoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TE 617.T"	"soft_tissue: rhabdomyosarcoma"	"Soft_Tissue"	"Rhabdomyosarcoma (RMS)"	NA	NA	"TE617T"	"1195"	"soft_tissue"	"rhabdomyosarcoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"23132/87"	"stomach: adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"2313287"	"4"	"stomach"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"AGS"	"stomach: adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"AGS"	"44"	"stomach"	"carcinoma"	"adenocarcinoma"	"adherent"	"F12K001"	"\"F12K, 10% FBS\""	"SNP-matched-reference"	NA	NA
"ECC10"	"stomach: small_cell_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"ECC10"	"231"	"stomach"	"carcinoma"	"small_cell_adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"ECC12"	"stomach: small_cell_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"ECC12"	"232"	"stomach"	"carcinoma"	"small_cell_adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"FU97"	"stomach: diffuse_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"FU97"	"259"	"stomach"	"carcinoma"	"diffuse_adenocarcinoma"	"adherent"	"DMEM004"	"\"DMEM, 10% FBS, 0.01 mg/mL insulin\""	"SNP-matched-reference"	NA	NA
"GSS"	"stomach: adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"GSS"	"285"	"stomach"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"GSU"	"stomach: adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"GSU"	"286"	"stomach"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HGC-27"	"stomach: undifferentiated_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"HGC27"	"368"	"stomach"	"carcinoma"	"undifferentiated_adenocarcinoma"	"adherent"	"MEM001"	"\"MEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Hs 746T"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"HS746T"	"418"	"stomach"	"carcinoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HuG1-N"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"HUG1N"	"456"	"stomach"	"carcinoma"	NA	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"IM95"	"stomach: intestinal_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"IM95"	"474"	"stomach"	"carcinoma"	"intestinal_adenocarcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KATO III"	"stomach: adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"KATOIII"	"522"	"stomach"	"carcinoma"	"adenocarcinoma"	"mixed"	"IMDM003"	"\"IMDM, 20% FBS\""	"SNP-matched-reference"	NA	NA
"KE-39"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"KE39"	"526"	"stomach"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"LMSU"	"stomach: adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"LMSU"	"603"	"stomach"	"carcinoma"	"adenocarcinoma"	"adherent"	"HAMSF10001"	"\"HamsF10, 10% FBS\""	"SNP-not-tested"	NA	NA
"MKN1"	"stomach: mixed_adenosquamous_carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"MKN1"	"682"	"stomach"	"carcinoma"	"mixed_adenosquamous_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"MKN-45"	"stomach: diffuse_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"MKN45"	"683"	"stomach"	"carcinoma"	"diffuse_adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"MKN7"	"stomach: tubular_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"MKN7"	"684"	"stomach"	"carcinoma"	"tubular_adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"MKN74"	"stomach: tubular_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"MKN74"	"685"	"stomach"	"carcinoma"	"tubular_adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCC-StC-K140"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"NCCSTCK140"	"723"	"stomach"	"carcinoma"	NA	"suspension"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-N87"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"NCIN87"	"134841"	"stomach"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NUGC-3"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"NUGC3"	"877"	"stomach"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NUGC-4"	"stomach: signet_ring_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"NUGC4"	"878"	"stomach"	"carcinoma"	"signet_ring_adenocarcinoma"	"mixed"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"OCUM-1"	"stomach: diffuse_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"OCUM1"	"893"	"stomach"	"carcinoma"	"diffuse_adenocarcinoma"	"adherent"	"DMEM010"	"\"DMEM, 10% FBS, 1mM sodium pyruvate\""	"SNP-matched-reference"	NA	NA
"SH-10-TC"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"SH10TC"	"1024"	"stomach"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-1"	"stomach: undifferentiated_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"SNU1"	"1075"	"stomach"	"carcinoma"	"undifferentiated_adenocarcinoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-16"	"stomach: undifferentiated_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"SNU16"	"1089"	"stomach"	"carcinoma"	"undifferentiated_adenocarcinoma"	"mixed"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-216"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"SNU216"	"1094"	"stomach"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-5"	"stomach: undifferentiated_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"SNU5"	"1111"	"stomach"	"carcinoma"	"undifferentiated_adenocarcinoma"	"mixed"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-601"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"SNU601"	"1114"	"stomach"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-620"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"SNU620"	"1116"	"stomach"	"carcinoma"	NA	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-668"	"stomach: signet_ring_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"SNU668"	"1118"	"stomach"	"carcinoma"	"signet_ring_adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-719"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"SNU719"	"1120"	"stomach"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"8305C"	"thyroid: anaplastic_carcinoma"	"Thyroid"	"Anaplastic Thyroid Cancer (THAP)"	NA	NA	"8305C"	"20"	"thyroid"	"carcinoma"	"anaplastic_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"8505C"	"thyroid: anaplastic_carcinoma"	"Thyroid"	"Anaplastic Thyroid Cancer (THAP)"	NA	NA	"8505C"	"21"	"thyroid"	"carcinoma"	"anaplastic_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"B-CPAP"	"thyroid: papillary_carcinoma"	"Thyroid"	"Papillary Thyroid Cancer (THPA)"	NA	NA	"BCPAP"	"57"	"thyroid"	"carcinoma"	"papillary_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"BHT-101"	"thyroid: anaplastic_carcinoma"	"Thyroid"	"Anaplastic Thyroid Cancer (THAP)"	NA	NA	"BHT101"	"64"	"thyroid"	"carcinoma"	"anaplastic_carcinoma"	"adherent"	"DMEM006"	"\"DMEM, 20% FBS\""	"SNP-matched-reference"	NA	NA
"CAL-62"	"thyroid: anaplastic_carcinoma"	"Thyroid"	"Anaplastic Thyroid Cancer (THAP)"	NA	NA	"CAL62"	"119"	"thyroid"	"carcinoma"	"anaplastic_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"CGTH-W-1"	"thyroid: follicular_carcinoma"	"Thyroid"	"Follicular Thyroid Cancer (THFO)"	NA	NA	"CGTHW1"	"139"	"thyroid"	"carcinoma"	"follicular_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"FTC-133"	"thyroid: follicular_carcinoma"	"Thyroid"	"Follicular Thyroid Cancer (THFO)"	NA	NA	"FTC133"	"257"	"thyroid"	"carcinoma"	"follicular_carcinoma"	"adherent"	"DMEMF12001"	"\"DMEM:F12 (1:1), 10 % FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"FTC-238"	"thyroid: follicular_carcinoma"	"Thyroid"	"Follicular Thyroid Cancer (THFO)"	NA	NA	"FTC238"	"258"	"thyroid"	"carcinoma"	"follicular_carcinoma"	"adherent"	"DMEMF12003"	"\"DMEM:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"ML-1"	"thyroid: follicular_carcinoma"	"Thyroid"	"Follicular Thyroid Cancer (THFO)"	NA	NA	"ML1"	"686"	"thyroid"	"carcinoma"	"follicular_carcinoma"	"adherent"	"DMEM006"	"\"DMEM, 20% FBS\""	"SNP-not-tested"	NA	NA
"SW579"	"thyroid: anaplastic_carcinoma"	"Thyroid"	"Anaplastic Thyroid Cancer (THAP)"	NA	NA	"SW579"	"1165"	"thyroid"	"carcinoma"	"anaplastic_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TT"	"thyroid: medullary_carcinoma"	"Thyroid"	"Medullary Thyroid Cancer (THME)"	NA	NA	"TT"	"1212"	"thyroid"	"carcinoma"	"medullary_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TT2609-C02"	"thyroid: follicular_carcinoma"	"Thyroid"	"Follicular Thyroid Cancer (THFO)"	NA	NA	"TT2609C02"	"1210"	"thyroid"	"carcinoma"	"follicular_carcinoma"	"adherent"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"BHY"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"BHY"	"65"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"BICR 16"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"BICR16"	"66"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM013"	"\"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone\""	"SNP-matched-reference"	NA	NA
"BICR 18"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"BICR18"	"67"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM013"	"\"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone\""	"SNP-matched-reference"	NA	NA
"BICR 22"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"BICR22"	"68"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM013"	"\"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone\""	"SNP-matched-reference"	NA	NA
"BICR 31"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"BICR31"	"69"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM013"	"\"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone\""	"SNP-matched-reference"	NA	NA
"BICR 56"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"BICR56"	"70"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM013"	"\"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone\""	"SNP-matched-reference"	NA	NA
"BICR 6"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"BICR6"	"71"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM005"	"\"DMEM, 10% FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"CAL 27"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"CAL27"	"114"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"CAL-33"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"CAL33"	"116"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM005"	"\"DMEM, 10% FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"Detroit 562"	"upper_aerodigestive_tract: carcinoma"	"Head_Neck"	NA	NA	NA	"DETROIT562"	"208"	"upper_aerodigestive_tract"	"carcinoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"FaDu"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"FADU"	"255"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HSC-2"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"HSC2"	"441"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HSC-3"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"HSC3"	"442"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HSC-4"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"HSC4"	"443"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"PE/CA-PJ15"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"PECAPJ15"	"935"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"IMDM005"	"\"IMDM, 10% FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"PE/CA-PJ34 (clone C12)"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"PECAPJ34CLONEC12"	"937"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"IMDM005"	"\"IMDM, 10% FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"PE/CA-PJ41 (clone D2)"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"PECAPJ41CLONED2"	"939"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"IMDM005"	"\"IMDM, 10% FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"PE/CA-PJ49"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"PECAPJ49"	"940"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"IMDM002"	"\"IMDM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SCC-25"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"SCC25"	"1008"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEMF12005"	"\"DMEM:F12 (1:1), 10% FBS, 400 ng/mL hydrocortisone\""	"SNP-unconfirmed"	NA	NA
"SCC-4"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"SCC4"	"1009"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEMF12003"	"\"DMEM:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"SCC-9"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"SCC9"	"1010"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEMF12005"	"\"DMEM:F12 (1:1), 10% FBS, 400 ng/mL hydrocortisone\""	"SNP-not-tested"	NA	NA
"SNU-1041"	"upper_aerodigestive_tract: carcinoma"	"Head_Neck"	NA	NA	NA	"SNU1041"	"1078"	"upper_aerodigestive_tract"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"SNU-1066"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"SNU1066"	"1079"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"SNU-1076"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"SNU1076"	"1080"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-1214"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"SNU1214"	"1087"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-46"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"SNU46"	"1106"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-899"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"SNU899"	"1129"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"YD-10B"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"YD10B"	"1278"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"YD-38"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"YD38"	"1280"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"YD-8"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"YD8"	"1281"	"upper_aerodigestive_tract"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"253J"	"urinary_tract: transitional_cell_carcinoma"	"Bladder_Urinary_Tract"	"Bladder Urothelial Carcinoma (BLCA)"	NA	NA	"253J"	"8"	"urinary_tract"	"carcinoma"	"transitional_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"253J-BV"	"urinary_tract: transitional_cell_carcinoma"	"Bladder_Urinary_Tract"	"Bladder Urothelial Carcinoma (BLCA)"	NA	NA	"253JBV"	"9"	"urinary_tract"	"carcinoma"	"transitional_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"5637"	"urinary_tract: carcinoma"	"Bladder_Urinary_Tract"	NA	NA	NA	"5637"	"3"	"urinary_tract"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"639-V"	"urinary_tract: transitional_cell_carcinoma"	"Bladder_Urinary_Tract"	"Bladder Urothelial Carcinoma (BLCA)"	NA	NA	"639V"	"14"	"urinary_tract"	"carcinoma"	"transitional_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"647-V"	"urinary_tract: transitional_cell_carcinoma"	"Bladder_Urinary_Tract"	"Bladder Urothelial Carcinoma (BLCA)"	NA	NA	"647V"	"15"	"urinary_tract"	"carcinoma"	"transitional_cell_carcinoma"	"adherent"	"DMEM011"	"\"DMEM, 15% FBS\""	"SNP-matched-reference"	NA	NA
